ID_Talhao,Umidade_Solo,pH_Solo,Temperatura_Ambiente,Nivel_N,Historico_Irrigacao_mm,Produtividade_Esperada
4,42.76084706047358,5.8799644497065575,17.268042555873276,192.45418428493994,18.264300575511765,8261.41
7,60.910420944408756,6.7504597022907795,15.815448708539163,283.0194151283128,67.87311572330366,10000.0
8,88.53247894096538,5.943263993149236,16.44257321039747,114.18657697805753,51.429599918551794,6866.96
3,57.53933928102079,4.818419007326508,26.109133731037858,97.43848386056034,48.971757311646975,8367.46
1,63.43832213340287,5.368956537570533,21.888698480487086,206.62324165724658,59.70484686982069,10000.0
4,81.63792107344403,8.641587664242884,30.550989059274844,197.19453865446704,8.1076157565756,6278.09
2,62.104183136019515,7.379911377931776,39.81105723436947,119.66964149319364,49.416936560600504,9000.46
8,41.06777228513137,6.4802391933994326,24.658079326911647,280.58749558764237,35.25820265297672,10000.0
4,47.97575470598862,4.0635744499344675,29.346031352612833,258.11282842220083,58.04054481988979,8929.3
2,48.596215576116656,8.962077002447352,25.390097397683387,90.47528738357191,35.5699203065636,6754.74
6,53.839086927455874,7.357274674473216,36.181791693046485,94.56848726732126,43.41689479882385,8702.43
6,55.60733432020496,5.584612386724725,37.555910086555954,168.32109365951175,33.44194884796752,9049.23
10,77.98692132445616,8.39634329998919,36.9338903051315,238.8644674672945,33.47112464890909,7354.62
4,50.96321994295998,5.292158101459091,39.35930596698144,41.89090243488538,53.75789846432821,7816.19
6,58.09390970648276,6.720082895913758,15.687979628510382,217.2004915083708,43.999648045309826,10000.0
2,67.49855922306314,7.180353818649126,35.995404053638275,205.0236922931662,44.32842411265873,10000.0
10,52.66355684641016,5.105316857268642,33.794304325977336,92.49962589650681,31.519773868206805,8161.64
2,80.19388879753998,8.89198639400298,20.71736023500912,213.96531357516417,37.17766474362693,7270.67
10,65.24721625404446,7.740959529894988,38.90800233468819,283.8494616380623,52.20023663433511,10000.0
4,47.64268075325829,6.789066127555349,18.704448205748637,42.6321781423775,57.81586433783428,8455.29
8,72.8435519873897,4.9029729908765045,31.98874817834771,116.30605492885688,48.75929815008323,7422.77
7,61.65886380868715,4.269291034990131,20.622255420397813,148.3077134999159,64.68510921919781,8815.62
9,62.067353475434814,5.600299162604918,25.784516219351865,272.8002969096662,57.42268617030406,10000.0
8,58.86527690325516,7.765936679567014,32.978997423614224,289.8105905844723,39.33046528666629,9784.13
5,59.82071692927494,5.346656491510125,29.083116050826167,149.9111165540097,46.998425085061584,9340.71
2,75.92137686397444,6.697781102477526,25.687545783202793,232.50767127839163,64.84157938448372,10000.0
5,36.17888875987893,7.6397358836537155,23.15846077329968,173.5484764164104,43.34176309701409,7570.26
8,50.06176867862893,4.539718573232322,35.99149139271976,175.20139238017165,57.736486358588145,8790.81
10,34.53020182823335,7.4264900805793665,18.595358757870343,105.08686906791624,48.2167352512991,7238.39
9,75.19477324484706,4.459354438550223,25.752571913245,88.57818638324747,38.635545274232655,6622.24
9,46.33811128321797,8.825648710634983,37.59393929437856,107.76144339949111,16.92867367907472,5998.92
1,83.84582458913306,6.4419706503246985,36.14623876149919,180.2085619594114,29.819826362789968,8169.99
9,61.59470799955763,4.753380538549387,25.023544061826165,37.871900225964026,67.7419977383601,7536.0
7,78.04498628916727,5.711918180167732,34.07770909003271,274.9572149762296,46.043576829082,9329.42
9,88.73588613695767,6.067082246476307,35.57902076772148,72.19660157843958,39.507676623729274,7179.3
8,80.38733156739423,7.7909250553826865,37.22218560009074,89.42394275527437,65.30696378697591,7059.57
1,82.01962560069141,7.717118930383046,28.6126442262307,169.93456764086451,41.05582467262141,7791.93
8,54.47906972189068,7.059702526686655,20.111522151367794,221.73098691106543,36.825776289218204,10000.0
8,63.10335571556038,4.529653562792465,21.38272691259829,55.84684478098727,53.15175986051437,7625.47
3,45.23331384259826,4.757846857938368,22.392366851040105,115.77756833773378,49.886593329058115,7268.31
1,41.76678598160717,4.468784603227784,29.845062020240388,291.5421435050764,13.521200588590292,7801.84
8,60.33047274636203,6.88586391643775,15.820240603215211,100.83260103085534,32.991579220188484,9613.85
3,65.70293878202523,8.385692207557021,30.901061719499207,114.52353916704966,33.076080997370966,7757.81
3,50.35627475377146,6.169002561273858,24.1088559607058,255.85459246686904,26.475716067034135,10000.0
1,64.16661106581002,4.804240869788731,22.381045062241054,43.55789655642292,36.21054375065772,7323.53
5,83.24762895081017,6.790211625744835,36.98741426820316,155.44555557842213,28.917517840900096,8288.84
10,63.403295087001965,8.058761084328548,26.500059889519974,132.49652640195097,13.95418426298282,7830.61
7,73.2487857786304,7.70856030756465,17.37632613831732,115.47842517533581,28.865654109227673,7256.34
10,78.31889804147431,8.407253898375107,35.668669200656176,107.13889039208642,5.059386330122361,5878.78
9,89.32372691732657,5.389510486244339,16.191031435912667,54.671008312310484,40.30501039420881,5893.05
7,66.19184413061878,4.969769336338874,33.16873060420492,115.00297392494518,59.755818425877834,8607.67
9,78.41100893775516,8.399082429709694,34.34765554426663,41.62414873323051,50.77009590481887,5921.3
8,87.75895911329249,7.287801563890115,23.815065148221453,240.8602431839975,25.227582803787787,7901.47
2,86.6645835346364,5.554644650037771,35.61969640694467,137.52150436866316,6.0949843904115735,6276.14
1,38.46491092666281,7.711740252862546,27.891485146411334,149.85403472637614,14.150457945768952,6902.2
7,54.38353849641132,8.07559192240184,26.58234133181992,271.2705383415355,38.1843238346385,9927.74
7,49.439403666407976,7.074891201705662,16.135082036717314,207.6748456425296,14.4939958368123,8552.13
8,35.21550089702096,7.439420549399576,22.250729841222647,32.175957902372346,38.078117789947726,6344.74
5,67.99444649465764,5.876299522213332,38.2752492721325,284.65720219954693,16.211931733472927,10000.0
3,74.15427679176014,6.693478336715195,24.7955990820875,94.02900581398202,59.4246708633251,9036.64
8,80.88768572801301,6.620795853630812,28.66751301391921,59.055829885161884,27.80900309883218,7677.23
6,37.36661337976251,8.24023895565386,28.300541974606297,237.3946081628382,17.188543816114375,7326.53
3,82.58664455251763,8.199819901410912,29.760777245567333,165.1288752840139,56.86283261729431,7303.57
1,68.5755338168552,8.163402346735216,16.533273891082064,147.11805282486472,23.99872753638155,7917.31
3,72.23676810831057,4.055158071312329,24.054406369968206,97.36583151434027,7.804138148714736,6074.23
5,84.63744021241823,7.7477274223444415,33.07820684706385,177.81730226282602,39.92866439825491,7323.19
3,67.48567626259506,7.793381950555024,20.014006276824574,104.08384340469861,40.70949431065921,8553.22
1,50.1519514289901,7.3918941142757095,20.089459438659013,273.4274114275082,50.028697266501396,10000.0
5,79.50643988535958,7.781323289457263,15.252265167225618,88.10520952796205,16.81536032458699,6347.99
10,51.78355273170543,8.209851857483542,25.937048165205244,268.77589062305344,31.063993736457157,9717.5
7,32.05368664923175,6.351595270508929,37.06835951683555,181.03946494638637,19.765754332985935,7847.49
7,79.83927039391499,6.510251067442235,16.297523589682726,253.69179615171507,5.666761528098169,8800.42
9,50.711528692876534,4.623570284556952,19.777967737400065,222.46841888245785,61.36296789111241,9493.76
10,76.43007139208041,5.926879415236809,22.75211345856888,218.10768008792212,51.02088631418388,9405.7
10,51.76547367995673,7.216825899558922,33.29311841410532,117.57336807766505,21.102414162116048,8502.87
3,81.6640811984833,7.901998880736373,31.015889820064665,93.15217149749495,41.956109501039045,6774.93
7,43.170631504857525,5.086045488456053,25.398597614546375,86.9392814738128,14.08846516941307,6640.35
1,88.4728359119322,4.6891144957961775,33.97672348145939,261.44174740608895,62.31656352570396,7518.36
4,76.78552648728186,7.315210022502461,30.240775291422548,251.5152414699354,8.04344403533372,8375.21
4,36.85427555522381,4.009399417624553,37.40101999143047,148.95485256332296,0.2686001855460629,5366.47
5,63.946597197993626,4.891862921536649,35.45066872846732,65.74924564404274,35.14057384174275,7582.38
7,89.12203873450409,4.145356901719769,21.320340152230013,133.20810803391376,40.81894764170085,6038.52
7,58.263927161628864,4.834425589274355,21.785964440855004,197.22273261696608,40.527572420706306,9123.87
4,40.92642832929499,4.906596399627526,18.13391189480964,152.68885170958725,3.8158349206478404,6448.71
7,59.08670202902077,5.938367973751971,23.424118142936415,240.65110249040865,21.983066484290273,10000.0
3,60.7474593529153,6.011635623432779,39.988597967977356,299.35816200787406,34.94392627889323,10000.0
6,74.50121665371994,8.371312353051188,25.143779215376526,81.60566388120215,15.160542993906862,6145.23
2,71.93075118965427,6.550548562494126,20.512210867227658,154.10572130808455,61.08381198401275,9766.07
10,54.153002615818835,7.6170238280614315,34.062072111888824,146.36565351862197,6.097650262300382,8012.16
9,43.08138644964519,4.520686789601437,28.561775086566403,112.21298384221673,34.116910917043,6560.3
5,68.70325006615977,5.127193777318469,18.740036238173815,83.48578951447818,48.39912402592064,8327.08
6,55.30223607319691,7.514717204893384,24.517242029021645,47.73687145220799,18.32257700941377,7573.73
4,37.936572667519826,4.2640198023426406,25.361742888483583,269.5222156503986,43.69685158982627,7917.18
10,84.03433807418314,6.432988311218765,33.845742514230466,143.35914837530575,58.05696050996622,8589.35
7,71.47331145657927,6.99684482831467,15.516784222297611,164.1617899950132,13.323588256653329,8727.38
9,70.99103138672888,7.010728220262405,21.725491169957763,277.57435301424727,64.2054414277404,10000.0
7,79.35503255470044,4.11466405634021,27.93990753288805,239.59842892930592,38.74909728636506,7699.44
1,61.77970071930486,5.610540021145928,21.721168561321083,65.23534131163973,20.94624030107424,8224.29
1,78.90326570414743,7.18245325524577,30.710851185474972,182.66339125409044,30.16007927675895,8267.0
9,59.88544521066034,4.7449986807462174,27.046686981865413,149.40811466028094,21.853431865047156,8256.37
9,34.030523994942605,7.477078241640266,24.042756371489517,245.24698959626596,50.75778119533213,8695.36
4,54.314885281661326,7.729626044068373,38.73021567176281,225.5427878552263,55.741046439059254,9848.12
9,59.84789363879344,8.909845952230725,30.803987479661437,216.40954491598944,58.30561746230627,9113.55
3,73.21215489793775,5.049209974282047,18.24853430669853,121.94710557957217,69.00377747100188,7891.89
7,36.39472380772046,8.125653338330576,29.002292436084886,247.34020720779873,55.38990047476785,8025.65
6,38.40111231962694,6.6014828845932705,34.51829633002252,44.145649810612525,42.09688494819944,7448.2
8,45.821028158076984,5.867312980720867,32.71224243731993,73.09872338668515,23.745420887424867,7515.18
9,45.98990360225294,4.6118837866258895,19.302230732381485,120.61828370403616,38.121681409752455,6833.53
5,73.93107470754374,7.677528032437688,39.31049997600258,50.738009088705944,2.8747720953283795,6052.2
1,45.04383963369587,5.179287995718435,26.220341143665152,93.44845493436674,52.13775528709392,7421.97
3,67.98588380144685,5.857110009365229,18.975625093506533,254.1407654094379,31.216888156447126,10000.0
10,59.65643100829628,4.312711134486842,19.504893853203697,286.0279152033214,1.4016260812531334,8939.84
8,64.39766269076404,8.006834579097596,17.455874804727014,112.24263605903143,4.375485905728756,7617.44
6,80.28641779069775,7.832942619858217,35.08795271087336,101.41926707698632,27.122652467522965,6214.4
8,54.26289009294146,7.668079150211563,18.050762358046217,105.57101610653527,40.83950633129046,8616.29
9,76.25468262385623,5.497217552459434,18.128131428543675,104.98415358472784,32.49427642664887,7398.48
4,55.32216357304124,4.867400371329786,36.26179036902094,39.7011491902127,43.34430221045084,7375.78
1,51.23228259367497,7.187766322351148,23.61510211118899,280.26741350939915,33.620598115394905,10000.0
1,87.51763063879324,6.480831920566097,15.77144760770181,87.69849822398868,46.319269183694274,7383.81
10,41.06225524073779,4.891262334523208,16.29738248796027,143.40110000197933,15.33882452695606,6503.64
4,35.420217634656474,7.429556355249319,18.55426116759739,32.61545834006129,7.899023102853499,5716.48
7,76.25915553212872,8.955632159106518,20.334833699392238,261.64787454706544,41.750376823796195,8385.04
2,34.094982321245496,7.736097938710188,31.628654855960136,227.41248300282766,33.928266185541524,7690.21
3,80.22473944218177,7.699931933428059,18.933157000045707,285.62412949689985,1.8807357831454707,7892.95
1,56.231603781434615,8.751563764652959,17.9718597794268,241.03617938302776,26.633731984512508,8611.26
5,84.93082063751484,5.014681837874511,34.117978536906975,114.70075825405762,7.428790984369684,5729.69
1,73.29197166731433,6.827749824607202,31.776382096497862,96.92580685667438,37.19497822268867,8573.97
8,66.62428002047746,8.898233575169417,25.883105536380903,218.3834030393891,27.704437576230152,8722.87
1,86.95840782346593,4.826470554850872,28.7327442870026,128.31044925283484,42.92063377721126,6325.39
1,53.79896238312325,7.501259797222605,22.799600508160463,182.87805425320647,56.39215531391668,10000.0
2,87.24521619237798,6.92905072985951,27.062510505884017,31.68951717714696,20.976807868904356,6709.56
2,38.100076645272416,6.932395460943535,27.666816224568645,46.70913945372831,67.34714729155192,8215.01
6,59.02529651594477,7.488353137600376,24.6809317794524,174.54934411904583,37.49441504113021,9596.04
7,46.19467334353169,8.648084614378421,37.664305266804064,182.83934454100458,43.28035591283516,7300.95
5,62.39056673449161,7.91290969925669,15.401546624525153,232.89229500402277,47.647066125801594,9555.68
1,39.720832673495075,4.28068051708105,34.55428157728116,65.63063629846967,46.67120709003128,5996.07
1,80.4917796186026,8.263640099378556,18.109570781033106,168.55943261433026,35.76795201315434,6814.57
3,80.78447095887344,5.127706649628664,34.938684013429985,82.50086399655592,30.013500378027846,6175.31
2,87.31417876340873,5.88457082368186,30.39779789191803,55.162952281927566,3.7647374924164536,6013.12
5,39.28032845299417,6.308664068061911,36.08195227341006,140.83386439634972,1.5460091710825818,7526.18
10,67.39995305429944,6.404530003765348,17.43785814102244,74.10089498404545,25.057283617293525,9038.31
6,58.45423852202218,6.175901996276783,28.97451585249435,89.88113411192603,23.356262344358484,9304.14
7,50.66302392265399,8.686766471079322,27.52719700655493,115.73973656476548,27.138660838730473,7432.69
4,51.09240966805313,7.530095038320123,32.65482957408396,100.03486820066298,9.685774062173302,7954.1
7,54.76761303640514,7.155853229783531,28.357263797341894,53.649650299605526,51.671778937579056,8762.49
8,72.29553298133717,4.249210138914708,28.518364178327605,54.277386112119615,59.987509034336725,6858.55
1,65.89716349608928,8.519566651301872,25.73989858940162,82.17734211322541,65.71002447618245,8301.82
6,57.58089076566787,8.54695096004198,22.72086060018352,43.650980749075515,34.46536124637381,6793.69
8,34.556004622177326,7.901065317150511,27.056609031304802,199.14339531277034,49.060598938780004,7602.24
5,34.665920644737426,4.035146019068096,17.962308969210014,107.57821345740354,59.88857864051107,6265.4
4,30.140363437546696,4.286401255388117,39.03783347457712,105.53141129764917,29.280377776544015,4723.0
2,88.06196329242519,5.126118511342449,32.86026909066496,119.6395394441966,21.658895640931107,6154.98
6,30.315229113503094,4.656747040724533,38.81167791719617,208.95499403662484,65.57071890974431,7043.05
6,36.185624760824695,5.994180148518647,20.66818455824908,265.07114800054245,36.09735857539512,9243.24
1,48.875793408564654,8.613115290438948,36.9835255044132,234.95347179002238,34.80777206136146,7827.19
9,78.44581510900568,6.360302170984991,35.21974961408846,226.43289216077565,12.489126759444705,8808.68
6,87.72592714584707,4.067013132160828,31.92881031144184,160.7856201122293,7.570851020134972,5482.47
3,77.40081352751136,5.41372844789381,30.625729652130143,217.32750038120116,58.94748037384581,9140.98
4,71.43361394673843,4.222974541864808,22.91374163169675,179.24583936906745,42.98932233312627,7992.44
4,61.27804004481416,4.181438113067511,35.41026962412577,88.3876426103628,22.80772088136141,7099.63
3,35.20231271173102,5.378599265477761,27.537886536993344,86.3188592900837,13.421535217318652,6188.55
10,87.49024758023583,5.378061693394727,16.772289397282133,110.02584185632654,38.884809611874196,6583.79
3,75.50354483674089,7.935633013008021,22.82157902137825,275.9167211618496,40.87435024827948,9336.99
3,68.33696312005571,8.87417326390556,38.38242746363319,177.802006902526,14.489552087154072,7790.66
4,75.54215073233098,5.856035469449991,36.26700651512115,228.15445179050474,59.59840235240318,9389.11
7,73.44619975638832,6.144434394305193,39.547642451913475,123.57086515046785,5.898505630909576,7930.73
4,68.23389478736921,8.223947181430107,30.699834565102453,140.0832580796108,24.926515961649518,8068.16
9,88.83460801079929,5.340695100477567,21.1877518285103,63.902706232057874,47.62690896337655,6181.61
1,84.2018287581615,4.78190902201724,19.070376241921593,76.249638611851,19.188425467344047,5539.21
8,68.7998951470298,8.265448117018252,19.67286101521154,253.3862698030593,57.937263634689025,9579.09
7,71.59051268741548,4.232502932200328,15.49489145868136,187.90643055599816,51.79074786202825,7768.89
2,33.0957483995226,7.098497200997079,24.76705277464848,121.13376578863111,55.231599118369395,7809.85
8,70.19504787300235,6.809964237334034,19.78569201248856,246.76982642879742,8.33745751137014,9794.83
1,32.64992626260601,5.729602237508471,25.29138651141756,96.5603745222554,9.838298959688004,6271.32
9,65.29582541819586,5.575947605486795,38.374860795969134,293.528828622055,20.053161642120855,10000.0
9,89.96120997395009,7.8592886309081065,25.763505237679748,123.10075409146583,36.26540156382928,6505.24
2,63.34839488623078,4.432123053812733,36.94961242462087,121.07395762083145,52.36112536895817,7777.66
7,58.392607084880005,5.1839215465569275,30.137619165396913,114.21621449491042,58.557162353263244,8688.1
10,48.77129139033525,7.662243659190449,21.1782888665348,62.97010929955774,49.303472117002634,7471.93
3,37.23135472718786,6.741602918632121,23.896368981480286,60.00702977964335,65.00178170714469,8190.86
7,73.8614202874969,4.639941042667932,17.097988395535737,204.98835932421332,51.71204567311512,7783.4
10,41.55594166713783,8.4106780714103,23.336564839900262,266.2818720306727,21.438752090323028,7940.56
9,36.916921274837065,5.967239232817958,31.93852363758835,243.44053777335185,18.55568990370008,8229.42
4,55.30575958383075,8.139341876610864,16.80277732323588,68.0990503857648,48.73347152107629,7845.04
1,77.72051027754584,7.938565077638543,20.135035211950733,177.30717288385793,13.500939808273,7188.63
2,74.70387288721322,7.12212723235864,24.53602603533279,58.5097174136928,6.490036756718892,6980.16
1,33.292956878788495,6.472405656475464,39.55123842539906,42.22955377553091,37.255601239933576,6560.1
5,57.30862110216937,8.897754201908786,34.621545573972,207.22418203388716,57.51490988452687,9132.2
5,61.34607456427014,4.724825361899085,33.3371686623026,174.49113009369458,7.096588972890448,7759.01
7,68.67279903754934,7.625778637755574,17.90477391313615,52.14639500709713,55.432392665701045,8167.02
9,69.01004102659368,4.955953507323945,34.524897340374785,39.43359652961688,56.810040304608364,8105.22
9,51.88183496743835,5.691315526661742,34.63172028790038,297.23423162052035,33.759180005708046,10000.0
3,63.64063164021084,5.543493716865976,30.027567390608205,38.105759680249406,4.011721700734077,7523.46
3,58.86371303064519,8.735179938693616,39.7590445499593,150.0226283235431,12.221289587303048,7444.51
3,83.09990139139686,8.836780888941377,23.1313476481138,166.2471366440778,49.519839261335264,6852.5
4,61.81590795809401,4.915077221173636,38.53181120604629,61.66563990612016,49.82445614936646,7493.9
8,56.4619297048897,4.110175801487521,37.86827787391259,75.64668017872339,62.884869261736576,7647.63
6,54.26912698091104,7.600040198315566,15.287016493734447,124.98735173079518,40.7880302588208,8576.05
8,64.34566556600794,6.089949669352421,26.252913161870275,235.6524865776889,8.687515739964418,10000.0
1,78.23861876405385,4.444201225437822,39.42760582628934,166.912254496272,8.499043385348049,5873.04
8,62.304089422847255,7.418770527885213,17.578034060201894,202.23350612929963,50.479265014977656,9944.77
4,69.69931050483248,6.725527641303499,28.694617359582985,295.9971298744822,12.86492655755308,10000.0
1,74.2713460143915,8.902584110005531,39.4739376760276,237.3614675345666,22.986984973162375,7484.88
8,61.21008659272391,5.1370474793068945,28.887385602646503,147.27760449812877,34.10484048453397,8776.05
4,55.60902339929186,6.0198893816327415,19.7453825743039,150.53931888506816,1.733541430330584,9402.61
6,82.59992267174697,6.712729016977114,29.55458075231474,197.06846080107135,17.41733189139523,8166.87
8,55.05036504167353,7.958499942266759,20.11101434873867,209.64860627310418,28.552272595509606,9145.46
4,57.71657103453526,6.744193283600294,27.992606572362106,165.19194997590125,19.574542294524438,9829.41
3,89.42047880050663,7.064500804309747,16.8510554478087,204.11253016004457,9.54592292272961,7277.45
9,30.014251414553076,5.130735257949704,30.137066730360118,36.35377349180667,50.960858045733815,5597.14
3,41.12837457460335,8.2345936404428,27.919748478203957,145.99817325214792,56.92033586175894,7318.03
9,53.03783339518354,6.143152734852379,33.504034219036576,105.31328053983873,18.02352833006074,9217.79
2,85.95539456551518,4.704798137608846,30.767511778969627,64.87710021563981,54.209364622441235,5862.41
2,34.20178234484826,7.320939572527086,28.740156713268917,56.877558458369286,26.988749508091967,6580.54
2,30.569126017709884,5.080452265926537,32.24447123120303,192.86188471596023,35.46800535978019,6932.97
6,33.161030158633714,4.487812551196499,18.598547839305773,171.37214773120516,59.920075242520696,6771.71
3,35.312604636817085,8.309934542021361,29.8839915314651,98.46771158901967,52.496757726168546,6231.0
9,32.25580639237565,6.300811322442199,19.302765070569443,157.15651586857894,56.35817959213244,8314.47
4,58.78687961139029,7.746418563478882,38.13805519629702,162.90272509925023,9.579161661044978,8335.57
1,64.84543243363967,5.452937799031775,16.708352621140104,82.65242471842626,4.880359808361064,7639.77
4,46.301218264140246,7.934850674588332,25.75936874226983,206.06512670804565,62.53833103615909,8886.56
1,53.897243038538136,4.559679635107652,32.39493694138612,240.84822622424443,27.148398869976603,8972.96
5,35.50196010668581,5.779866868974263,26.45055529170647,243.69515604017013,20.151577464877658,8055.53
4,50.182227829705326,8.890309089867642,17.30238133082256,192.66685428993287,50.728737798327714,8958.36
8,61.35115149807139,7.969948581840031,28.834475403167684,168.1424172801338,58.54909176058997,9527.86
8,73.93630843107871,6.486279651573441,31.040797720683862,46.47192861145662,60.37427353288106,8167.8
7,30.200781722578753,5.698887357809426,32.59480777476269,107.71445068993359,22.119799878765917,6646.58
3,58.038645992259156,8.360678500112382,24.331495361568972,55.18329063010587,59.65486738411718,7932.46
1,47.82017258729293,6.724238795422578,29.091499275719055,290.23225343718786,2.8653761062041774,9974.36
1,81.16930930151409,7.792125089345555,26.26716187347283,66.47163948095539,3.4763044021803213,5932.28
3,72.93319891405451,7.77053840158082,31.801400968806334,70.97936065979755,43.64634366219081,7025.54
6,65.34651206825369,4.089728392842459,29.58892418312046,270.1856869492329,4.417445838088236,8872.13
7,46.63593874180641,4.631268913963067,28.143905488978373,284.86063653864363,22.722641795711308,8313.0
6,84.62034612345207,7.298146831973711,21.238109170956214,236.77384059342566,47.09291903728468,8967.98
6,32.70604063321939,4.8080990564293575,15.050462943705847,31.459329391620866,23.608682723795845,4808.1
6,36.56805592074691,5.277466723278024,19.35204188278573,30.3634931582722,12.571984700806714,5531.42
3,53.497808432421365,8.733189770998035,17.926651035604216,132.0872078426117,19.694543529768914,7420.02
6,37.46625343781138,6.800911291874559,26.22711862527367,68.71674990294099,32.030273257530226,7760.22
8,87.3849418535655,7.753647534996736,30.306453769046115,34.96425838093127,33.27700987488377,5573.12
2,77.879359328603,6.7899036939132,20.327125217120205,155.29800613921628,54.81001619430414,9096.45
5,45.53895909610882,6.762568073913626,38.47642739917968,284.62671229988234,52.510726060205876,10000.0
1,65.31325373839472,4.47075955062849,15.167053230597194,117.43128522365647,31.977246318929463,7857.7
1,88.9398309048049,5.718315963045516,34.30752537913357,208.50798317574805,59.196714436914,8213.0
5,83.05193868789019,5.412154493432558,30.630119238261056,206.103545345759,7.996599701397709,7206.63
3,66.04790678653188,5.953641828068067,24.338870026192048,97.7916279895953,17.874734516023103,8508.68
4,84.22343803051623,7.991720941121642,16.262223610310198,205.61481718244337,57.95835244515761,7563.52
3,89.35109458880154,5.8596633395843245,30.687164294606983,87.33017305746064,26.45958270383072,6207.67
